client_name,distance_to_water_body,enumerator_comment_box,expected_harvest_date,farmer_in_list_or_control,farmer_state_district,field_irrigated,insured_crop,intercropping,other_factors_that_affected_germination,planting_date,success_box1,success_box2,ward_lga_subcounty_camp,box1_crop_condition,box1_crop_stands_per_square_meter,box1_dim_8_by_5,box1_length,box1_mode_of_planting,box1_other_issues_occurrence_date,box1_other_problems,box1_problem,box1_secondary_issues,box1_width,box2_crop_condition,box2_crop_stands_per_square_meter,box2_dim_8_by_5,box2_length,box2_mode_of_planting,box2_other_issues_occurrence_date,box2_other_problems,box2_problem,box2_secondary_issues,box2_width,@case_id,timeEnd_box,timeStart_box,type_of_pests_or_diseases_current_crop_stage,what_steps_did_the_farmer_take_to_mitigate_the_pests_or_diseases,why_unable_to_place_box1,type_of_irrigation_system,box1_rows,measurement_box1_row1,measurement_box1_row2,measurement_box1_row3,box2_rows,measurement_box2_row1,measurement_box2_row2,measurement_box2_row3,box1_drought_occurence_date,box1_locust_infestation_date,box2_drought_occurence_date,box2_locust_infestation_date,box1_other_pest_disease_occurence_date,box1_pests_or_diseases_mitigation,box1_type_of_pests_or_diseases,box2_other_pest_disease_occurence_date,box2_pests_and_diseases_mitigation,box2_type_of_pests_or_diseases,how_is_the_other_crop_planted,other_crops_names,box1_animal_encroachment_date,box2_animal_encroachment_date,causes_of_weeds_box2,weeds_mitigation_box2,other_crops_not_listed,causes_of_weeds_box1,weeds_mitigation_box1,why_unable_to_place_box2,username_box,box_placement_comment,herbicide_applied_box1,box1_cause_of_flood,box1_flood_occurence_date,box2_flood_occurence_date,other_causes_of_weeds_box1,other_causes_of_weeds_box2,latitude_box,longitude_box,altitude_box,accuracy_box,box1_harvest_possible,box2_harvest_possible,enumerator_comment_wet,farmer_verified,box1_wet_weight,box1_wet_weight_confirmation,box2_wet_weight,box2_wet_weight_confirmation,timeEnd_wet,timeStart_wet,cannot_proceed_with_wet_harvest,box_1_non_compliance_confirmation,why_unable_to_capture_box1_weight,box_2_non_compliance_confirmation,why_unable_to_capture_box2_weight,why_no_crop_survived_in_box1,why_no_crop_survived_in_box2,username_wet,wet_harvest_comment,latitude_wet,longitude_wet,altitude_wet,accuracy_wet,did_the_farmer_keep_the_crops_in_separate_bags,enumerator_comment,farmer_verified_dry,box1_dry_weight,box1_dry_weight_confirmation,box2_dry_weight,box2_dry_weight_confirmation,was_anything_added_or_removed_from_the_harvest_bag,timeEnd,timeStart,cannot_proceed_with_dry_harvest,username,dry_harvest_comment,latitude,longitude,altitude,accuracy,box1_area_ha,box2_area_ha,totalbox_area_ha,total_dry_weight,yield_mt_ha,crazy_dimensions,false_zero_yields,dry_exceeds_wet,non_compliant,error_flag
A,More_than_5_KM,ok,2022-06-07,control_farmer,Zamfara,no,wheat,no,soil,2022-01-19,yes,yes,Gusau,good,54.0,yes,8.0,broadcasted,,,,,5.0,good,53.0,yes,8.0,broadcasted,,,,,5.0,eb5f0cf1-0814-48af-94be-62b5dc2524a9,2022-05-31T09:45:44.185000Z,2022-05-31T09:40:15.291000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.052841,6.638864,65.0,1.0,yes,yes,ok,farmer_verified,2.92,2.92,2.835,2.835,2022-06-04T09:53:46.136000Z,2022-06-04T09:50:53.390000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.69,yes,ok,farmer_verified,2.805,2.805,2.77,2.77,no,2022-06-04T09:56:59.356000Z,2022-06-04T09:53:54.372000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.24,0.004,0.004,0.008,5.575,0.696875,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-11,control_farmer,Zamfara,no,wheat,no,rain,2022-01-12,yes,yes,Gusau,good,57.0,yes,8.0,broadcasted,,,,,5.0,good,53.0,yes,8.0,broadcasted,,,,,5.0,9d1a878b-ea56-423a-83a5-dce4eee21302,2022-05-31T09:23:40.890000Z,2022-05-31T09:18:31.341000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.052841,6.638864,65.0,1.0,yes,yes,ok,farmer_verified,3.375,3.375,3.25,3.25,2022-06-04T10:26:17.390000Z,2022-06-04T10:21:28.838000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.26,yes,ok,farmer_verified,3.25,3.25,3.15,3.15,no,2022-06-04T10:29:47.353000Z,2022-06-04T10:26:43.768000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.27,0.004,0.004,0.008,6.4,0.8,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-05,control_farmer,Zamfara,no,wheat,no,soil,2022-01-08,yes,yes,Gusau,good,50.0,yes,8.0,broadcasted,,,,,5.0,good,52.0,yes,8.0,broadcasted,,,,,5.0,79880c35-bb12-4089-8f06-3927b6c44875,2022-05-31T09:18:18.283000Z,2022-05-31T09:09:53.082000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.052841,6.638864,65.0,1.0,yes,yes,ok,farmer_verified,2.835,2.835,2.64,2.64,2022-06-04T09:23:13.166000Z,2022-06-04T09:19:44.261000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.64,yes,ok,farmer_verified,2.75,2.75,2.585,2.585,no,2022-06-04T09:27:22.475000Z,2022-06-04T09:24:26.672000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.63,0.004,0.004,0.008,5.335,0.666875,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-10,control_farmer,Zamfara,no,wheat,no,soil factor,2022-01-15,yes,yes,Gusau,good,53.0,yes,8.0,broadcasted,,,,,5.0,good,54.0,yes,8.0,broadcasted,,,,,5.0,224251be-3f35-46a6-b5f4-f14b20cf91af,2022-05-30T11:29:45.134000Z,2022-05-30T11:25:04.556000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.054297,6.638425,65.0,3.9,yes,yes,ok,farmer_verified,2.72,2.72,2.57,2.57,2022-06-03T11:41:25.978000Z,2022-06-03T11:33:50.792000Z,,,,,,,,nig040,ok,12.1622888660957,6.66042052209377,107.0,1.64,yes,ok,farmer_verified,2.68,2.68,2.405,2.405,no,2022-06-03T11:46:09.807000Z,2022-06-03T11:41:34.387000Z,,nig040,ok,12.1622888660957,6.66042052209377,107.0,1.66,0.004,0.004,0.008,5.085,0.635625,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-13,control_farmer,Zamfara,no,wheat,no,rain,2022-01-13,yes,yes,Gusau,good,60.0,yes,8.0,broadcasted,,,,,5.0,good,58.0,yes,8.0,broadcasted,,,,,5.0,a546c302-c1c7-4c65-bcbb-d493c33f0cc1,2022-05-30T11:24:54.912000Z,2022-05-30T11:20:13.875000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.054297,6.638425,65.0,1.0,yes,yes,ok,farmer_verified,2.85,2.85,2.775,2.775,2022-06-03T10:40:20.184000Z,2022-06-03T10:35:10.163000Z,,,,,,,,nig040,ok,12.1622888660957,6.66042052209377,107.0,1.53,yes,ok,farmer_verified,2.775,2.775,2.6,2.6,no,2022-06-03T10:44:33.042000Z,2022-06-03T10:40:47.094000Z,,nig040,ok,12.1622888660957,6.66042052209377,107.0,1.37,0.004,0.004,0.008,5.375,0.6718749999999999,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-04,control_farmer,Zamfara,no,wheat,no,soil,2022-01-14,yes,yes,Gusau,good,57.0,yes,8.0,broadcasted,,,,,5.0,good,55.0,yes,8.0,broadcasted,,,,,5.0,74111760-6df7-407a-823b-916987ebce2f,2022-05-30T11:05:34.369000Z,2022-05-30T11:00:37.475000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.054297,6.638425,65.0,1.0,yes,yes,ok,farmer_verified,2.95,2.95,2.77,2.77,2022-06-01T09:23:28.704000Z,2022-06-01T09:18:58.470000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.6,yes,ok,farmer_verified,2.69,2.69,2.435,2.435,no,2022-06-01T09:30:38.725000Z,2022-06-01T09:24:08.436000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.25,0.004,0.004,0.008,5.125,0.640625,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-12,control_farmer,Zamfara,no,wheat,no,rain,2022-01-12,yes,yes,Gusau,good,53.0,yes,8.0,broadcasted,,,,,5.0,good,54.0,yes,8.0,broadcasted,,,,,5.0,abc7b926-5d5e-4d0f-bee2-67a154a748da,2022-05-30T11:00:27.600000Z,2022-05-30T10:53:49.427000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.054297,6.638425,65.0,1.0,yes,yes,ok,farmer_verified,3.165,3.165,3.255,3.255,2022-06-01T10:05:11.249000Z,2022-06-01T10:01:02.341000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.65,yes,ok,farmer_verified,3.07,3.07,3.115,3.115,no,2022-06-01T10:12:03.446000Z,2022-06-01T10:05:34.917000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.31,0.004,0.004,0.008,6.1850000000000005,0.7731250000000001,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-07,control_farmer,Zamfara,no,wheat,no,soil factor,2022-01-09,yes,yes,Gusau,good,52.0,yes,8.0,broadcasted,,,,,5.0,good,55.0,yes,8.0,broadcasted,,,,,5.0,5d8d55c6-9514-495f-a629-21fd17b92c77,2022-05-30T10:53:38.521000Z,2022-05-30T10:30:09.244000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.054297,6.638425,65.0,1.0,yes,yes,ok,farmer_verified,3.215,3.215,3.315,3.315,2022-06-04T10:26:42.456000Z,2022-06-04T10:21:50.231000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.48,yes,ok,farmer_verified,3.06,3.06,3.1,3.1,no,2022-06-04T10:31:01.110000Z,2022-06-04T10:26:57.149000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.69,0.004,0.004,0.008,6.16,0.77,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-11,control_farmer,Zamfara,no,wheat,no,rain,2022-01-11,yes,yes,Gusau,good,54.0,yes,8.0,broadcasted,,,,,5.0,good,54.0,yes,8.0,broadcasted,,,,,5.0,5a863ba2-4b88-4c94-9a57-edc644bb77b0,2022-05-31T10:11:10.201000Z,2022-05-31T10:01:12.826000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.054297,6.638425,65.0,1.0,yes,yes,ok,farmer_verified,1.57,1.57,1.68,1.68,2022-06-03T11:51:30.359000Z,2022-06-03T11:46:50.281000Z,,,,,,,,nig040,ok,12.1622888660957,6.66042052209377,107.0,1.56,yes,ok,farmer_verified,1.405,1.405,1.56,1.56,no,2022-06-03T11:55:59.454000Z,2022-06-03T11:51:41.371000Z,,nig040,ok,12.1622888660957,6.66042052209377,107.0,1.63,0.004,0.004,0.008,2.965,0.370625,False,False,False,False,False
A,More_than_5_KM,ok,2022-06-07,control_farmer,Zamfara,no,wheat,no,soil factor,2022-01-12,yes,yes,Gusau,good,52.0,yes,8.0,broadcasted,,,,,5.0,good,52.0,yes,8.0,broadcasted,,,,,5.0,fff74e3f-d2c0-46b6-8dfd-8fbfe9ca1fb5,2022-05-31T09:54:28.210000Z,2022-05-31T09:46:19.521000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.054297,6.638425,65.0,1.0,yes,yes,ok,farmer_verified,2.895,2.895,2.75,2.75,2022-06-01T10:50:42.048000Z,2022-06-01T10:43:40.951000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.42,yes,ok,farmer_verified,2.765,2.765,2.555,2.555,no,2022-06-01T10:58:35.804000Z,2022-06-01T10:51:11.679000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.28,0.004,0.004,0.008,5.32,0.665,False,False,False,False,False
A,0-5KM,ok,2022-06-05,control_farmer,Zamfara,no,wheat,no,none,2022-01-12,yes,yes,Gusau,good,,yes,8.0,rows,,,,,5.0,good,,yes,8.0,rows,,,,,5.0,ebf9955c-d21e-434a-80d7-658a2cecd0bf,2022-05-31T09:31:10.941000Z,2022-06-01T11:56:25.083000Z,,,,,12.0,30.0,28.0,31.0,14.0,28.0,30.0,32.0,,,,,,,,,,,,,,,,,,,,,nig040,ok,,,,,,,12.1810192,6.6621808,439.7,5.13,yes,yes,ok,farmer_verified,1.765,1.765,1.825,1.825,2022-06-04T10:13:45.347000Z,2022-06-04T10:10:49.979000Z,,,,,,,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.22,yes,ok,farmer_verified,1.66,1.66,1.735,1.735,no,2022-06-04T10:21:12.662000Z,2022-06-04T10:13:51.524000Z,,nig040,ok,12.138753680437,6.68632831424474,107.0,1.57,0.004,0.004,0.008,3.395,0.424375,False,False,False,False,False
A,0-5KM,successful,2022-05-28,control_farmer,Katsina,yes,wheat,no,,2022-02-26,yes,yes,Kankara,good,172.0,yes,8.0,broadcasted,,,,,5.0,good,168.0,yes,8.0,broadcasted,,,,,5.0,89e6abf1-42eb-41d4-8b16-2393a44da7b1,2022-05-28T11:25:06.870000Z,2022-05-28T11:15:03.601000Z,,,,rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig190,successful,,,,,,,11.8804111,7.6454509,613.0,4.96,yes,yes,successful,farmer_verified,1.385,1.385,0.275,0.275,2022-05-28T11:45:07.658000Z,2022-05-28T11:36:18.811000Z,,,,,,,,nig190,successful,11.8780638,7.6435589,604.79,5.34,yes,successful,farmer_verified,0.36,0.36,0.095,0.095,no,2022-05-28T11:49:40.822000Z,2022-05-28T11:45:37.188000Z,,nig190,successful,11.8780513,7.6434857,599.5,4.34,0.004,0.004,0.008,0.45499999999999996,0.056874999999999995,False,False,False,False,False
A,More_than_5_KM,ok,2022-05-25,control_farmer,Zamfara,no,wheat,no,soil factor,2022-01-09,yes,yes,Talata Mafara,good,48.0,yes,8.0,broadcasted,,,,,5.0,good,62.0,yes,8.0,broadcasted,,,,,5.0,045b209f-10da-4f5f-8dd2-3dd2ebdcde58,2022-05-22T12:18:24.928000Z,2022-05-22T11:58:57.124000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig039,ok,,,,,,,12.563033,6.081637,65.0,1.0,yes,yes,ok,farmer_verified,2.27,2.27,2.285,2.285,2022-05-26T09:39:47.518000Z,2022-05-26T09:35:21.224000Z,,,,,,,,nig039,ok,12.561625,6.076303,65.0,1.0,yes,ok,farmer_verified,2.2,2.2,2.23,2.23,no,2022-05-26T09:43:44.521000Z,2022-05-26T09:40:05.663000Z,,nig039,ok,12.561625,6.076303,65.0,1.0,0.004,0.004,0.008,4.43,0.55375,False,False,False,False,False
